,time,open,high,low,close,tick_volume,spread,real_volume
0,2020-06-02 01:00:00,1.11314,1.11353,1.11306,1.11321,615,1,0
1,2020-06-02 02:00:00,1.11321,1.11324,1.1124,1.11252,861,0,0
2,2020-06-02 03:00:00,1.11252,1.11385,1.11245,1.11316,2248,0,0
3,2020-06-02 04:00:00,1.11319,1.1133,1.11233,1.11257,1734,0,0
4,2020-06-02 05:00:00,1.11257,1.11262,1.11189,1.11238,1429,0,0
5,2020-06-02 06:00:00,1.11238,1.11271,1.1123,1.11267,949,0,0
6,2020-06-02 07:00:00,1.1126800000000001,1.11275,1.11231,1.11256,903,0,0
7,2020-06-02 08:00:00,1.11257,1.11375,1.11245,1.11339,1756,0,0
8,2020-06-02 09:00:00,1.1134,1.11379,1.11151,1.1118,3090,0,0
9,2020-06-02 10:00:00,1.11183,1.11369,1.11163,1.11277,4702,0,0
10,2020-06-02 11:00:00,1.11279,1.11712,1.11232,1.11702,6006,0,0
11,2020-06-02 12:00:00,1.11702,1.11876,1.11701,1.1179999999999999,5200,0,0
12,2020-06-02 13:00:00,1.11801,1.11809,1.11643,1.11684,4124,0,0
13,2020-06-02 14:00:00,1.11685,1.11698,1.11549,1.11689,3517,0,0
14,2020-06-02 15:00:00,1.11692,1.11792,1.11569,1.11649,5032,0,0
15,2020-06-02 16:00:00,1.11647,1.11889,1.11633,1.11889,4643,0,0
16,2020-06-02 17:00:00,1.11889,1.11957,1.11752,1.11836,5919,0,0
17,2020-06-02 18:00:00,1.11833,1.11879,1.1164,1.11657,4768,0,0
18,2020-06-02 19:00:00,1.11658,1.11839,1.11635,1.11738,3436,0,0
19,2020-06-02 20:00:00,1.1174,1.11812,1.1164,1.11704,2604,0,0
20,2020-06-02 21:00:00,1.11707,1.11744,1.11651,1.11719,1982,0,0
21,2020-06-02 22:00:00,1.1172,1.1173,1.1161,1.1165,2197,0,0
22,2020-06-02 23:00:00,1.11656,1.11692,1.11632,1.11685,975,0,0
23,2020-06-03 00:00:00,1.1167799999999999,1.11717,1.1167,1.11697,591,3,0
24,2020-06-03 01:00:00,1.11697,1.11745,1.11665,1.11732,526,0,0
25,2020-06-03 02:00:00,1.11732,1.11873,1.1169,1.1185100000000001,1795,0,0
26,2020-06-03 03:00:00,1.1185,1.1201,1.11795,1.11927,2909,0,0
27,2020-06-03 04:00:00,1.11927,1.12006,1.11858,1.11879,3246,0,0
28,2020-06-03 05:00:00,1.11879,1.11967,1.11825,1.11952,2119,0,0
29,2020-06-03 06:00:00,1.11953,1.12108,1.11936,1.12076,1943,0,0
30,2020-06-03 07:00:00,1.12076,1.12092,1.12022,1.12032,1443,0,0
31,2020-06-03 08:00:00,1.12032,1.12121,1.11995,1.12039,1535,0,0
32,2020-06-03 09:00:00,1.12038,1.12138,1.1203,1.12089,3182,0,0
33,2020-06-03 10:00:00,1.12089,1.12275,1.12059,1.12163,4969,0,0
34,2020-06-03 11:00:00,1.12163,1.12181,1.11909,1.12106,5396,0,0
35,2020-06-03 12:00:00,1.12105,1.12268,1.12101,1.12175,3623,0,0
36,2020-06-03 13:00:00,1.12172,1.12177,1.11997,1.11998,3740,0,0
37,2020-06-03 14:00:00,1.11998,1.1206,1.11839,1.11941,4408,0,0
38,2020-06-03 15:00:00,1.11941,1.12097,1.11862,1.11914,4894,0,0
39,2020-06-03 16:00:00,1.11911,1.12183,1.11863,1.12148,6165,0,0
40,2020-06-03 17:00:00,1.12147,1.12365,1.12125,1.12164,8072,0,0
41,2020-06-03 18:00:00,1.12168,1.12508,1.12158,1.1246,5469,0,0
42,2020-06-03 19:00:00,1.1246,1.12492,1.12338,1.12364,3371,0,0
43,2020-06-03 20:00:00,1.12364,1.124,1.1232199999999999,1.12398,1981,0,0
44,2020-06-03 21:00:00,1.12398,1.12428,1.1233,1.12377,2152,0,0
45,2020-06-03 22:00:00,1.12377,1.12576,1.12353,1.12419,2693,0,0
46,2020-06-03 23:00:00,1.12423,1.1244,1.12319,1.12333,1576,0,0
47,2020-06-04 00:00:00,1.12321,1.12377,1.12321,1.12349,542,2,0
48,2020-06-04 01:00:00,1.12349,1.12359,1.12295,1.12321,706,1,0
49,2020-06-04 02:00:00,1.1232199999999999,1.12364,1.12305,1.12349,995,0,0
50,2020-06-04 03:00:00,1.12349,1.12352,1.12135,1.1222,2241,0,0
51,2020-06-04 04:00:00,1.1222,1.12245,1.12159,1.12199,1809,0,0
52,2020-06-04 05:00:00,1.12199,1.1222,1.12142,1.12142,1681,0,0
53,2020-06-04 06:00:00,1.12142,1.12188,1.12121,1.12164,1070,0,0
54,2020-06-04 07:00:00,1.12164,1.12182,1.12112,1.12154,1219,0,0
55,2020-06-04 08:00:00,1.12152,1.12198,1.12134,1.12145,1265,0,0
56,2020-06-04 09:00:00,1.12148,1.12211,1.12003,1.12118,2582,0,0
57,2020-06-04 10:00:00,1.12117,1.12125,1.11984,1.12015,3314,0,0
58,2020-06-04 11:00:00,1.12014,1.1209500000000001,1.11947,1.1207,3560,0,0
59,2020-06-04 12:00:00,1.12069,1.12069,1.11955,1.11994,2827,0,0
60,2020-06-04 13:00:00,1.11994,1.12106,1.1198,1.12047,2649,0,0
61,2020-06-04 14:00:00,1.12047,1.12721,1.11951,1.12669,5786,0,0
62,2020-06-04 15:00:00,1.12672,1.1271,1.12165,1.12375,9041,0,0
63,2020-06-04 16:00:00,1.1237300000000001,1.12737,1.12263,1.12684,8494,0,0
64,2020-06-04 17:00:00,1.12683,1.13509,1.12663,1.13434,8749,0,0
65,2020-06-04 18:00:00,1.13438,1.13618,1.13122,1.13218,7075,0,0
66,2020-06-04 19:00:00,1.13215,1.13321,1.13179,1.13289,3834,0,0
67,2020-06-04 20:00:00,1.13289,1.13456,1.13281,1.13441,2901,0,0
68,2020-06-04 21:00:00,1.13441,1.13621,1.13441,1.13482,3920,0,0
69,2020-06-04 22:00:00,1.13479,1.13508,1.13293,1.13301,3409,0,0
70,2020-06-04 23:00:00,1.13302,1.13365,1.1326,1.13365,1407,0,0
71,2020-06-05 00:00:00,1.13367,1.13389,1.13334,1.13353,792,0,0
72,2020-06-05 01:00:00,1.13358,1.1343,1.13351,1.1338300000000001,856,0,0
73,2020-06-05 02:00:00,1.1338300000000001,1.1344400000000001,1.13353,1.1335600000000001,1107,0,0
74,2020-06-05 03:00:00,1.1335600000000001,1.13442,1.1331,1.13323,2046,0,0
75,2020-06-05 04:00:00,1.13323,1.13385,1.1328,1.13288,2138,0,0
76,2020-06-05 05:00:00,1.13287,1.13333,1.13258,1.13318,1611,0,0
77,2020-06-05 06:00:00,1.13319,1.13404,1.13314,1.13389,1543,0,0
78,2020-06-05 07:00:00,1.13389,1.13551,1.1338,1.13467,1784,0,0
79,2020-06-05 08:00:00,1.13466,1.1374,1.13433,1.1368800000000001,2362,0,0
80,2020-06-05 09:00:00,1.1368800000000001,1.13837,1.1363699999999999,1.13731,4408,0,0
81,2020-06-05 10:00:00,1.13731,1.1381000000000001,1.13449,1.13486,4648,0,0
82,2020-06-05 11:00:00,1.13485,1.13558,1.13262,1.13321,3952,0,0
83,2020-06-05 12:00:00,1.13321,1.13371,1.1317,1.13351,4512,0,0
84,2020-06-05 13:00:00,1.13351,1.13354,1.13171,1.13282,3333,0,0
85,2020-06-05 14:00:00,1.13285,1.13379,1.13263,1.13355,3291,0,0
86,2020-06-05 15:00:00,1.13355,1.13433,1.12822,1.1295,8341,0,0
87,2020-06-05 16:00:00,1.1295,1.13238,1.1285,1.12969,8023,0,0
88,2020-06-05 17:00:00,1.12967,1.13227,1.12827,1.13118,7192,0,0
89,2020-06-05 18:00:00,1.13118,1.13192,1.1292200000000001,1.12955,5279,0,0
90,2020-06-05 19:00:00,1.12955,1.12982,1.12851,1.12904,3437,0,0
91,2020-06-05 20:00:00,1.12906,1.12917,1.12793,1.12913,2271,0,0
92,2020-06-05 21:00:00,1.12913,1.12994,1.12889,1.12936,2902,0,0
93,2020-06-05 22:00:00,1.12936,1.12994,1.12903,1.12914,2176,0,0
94,2020-06-05 23:00:00,1.12915,1.12917,1.12782,1.12874,1255,0,0
95,2020-06-08 00:00:00,1.1293199999999999,1.13064,1.1292200000000001,1.12963,733,1,0
96,2020-06-08 01:00:00,1.12963,1.13045,1.1293199999999999,1.13014,1243,0,0
97,2020-06-08 02:00:00,1.13014,1.13195,1.13002,1.1316,1506,0,0
98,2020-06-08 03:00:00,1.1316,1.1316,1.12965,1.12976,2351,0,0
99,2020-06-08 04:00:00,1.12976,1.12994,1.12848,1.12931,2792,0,0
100,2020-06-08 05:00:00,1.1293,1.12962,1.12885,1.12891,1684,0,0
101,2020-06-08 06:00:00,1.12893,1.1295600000000001,1.12891,1.12897,1178,1,0
102,2020-06-08 07:00:00,1.12896,1.12914,1.12866,1.12887,1040,1,0
103,2020-06-08 08:00:00,1.12888,1.1294,1.12826,1.12912,1237,0,0
104,2020-06-08 09:00:00,1.12912,1.1296599999999999,1.12811,1.12942,2714,0,0
105,2020-06-08 10:00:00,1.12942,1.13081,1.12832,1.13,4339,0,0
106,2020-06-08 11:00:00,1.13,1.13157,1.12961,1.13003,3744,0,0
107,2020-06-08 12:00:00,1.13001,1.13065,1.12889,1.12967,3361,0,0
108,2020-06-08 13:00:00,1.12967,1.12973,1.12698,1.12709,3702,0,0
109,2020-06-08 14:00:00,1.12709,1.12786,1.12682,1.12763,3068,0,0
110,2020-06-08 15:00:00,1.12762,1.13029,1.12757,1.12933,3550,0,0
111,2020-06-08 16:00:00,1.12938,1.13183,1.12926,1.13097,4711,0,0
112,2020-06-08 17:00:00,1.13095,1.1313,1.1290499999999999,1.13002,5897,0,0
113,2020-06-08 18:00:00,1.13004,1.1311,1.12851,1.12901,4222,0,0
114,2020-06-08 19:00:00,1.1289500000000001,1.13015,1.12855,1.1291,3409,0,0
115,2020-06-08 20:00:00,1.1291,1.13014,1.12892,1.13011,2458,0,0
116,2020-06-08 21:00:00,1.13013,1.13085,1.12998,1.13036,1957,0,0
117,2020-06-08 22:00:00,1.13036,1.13043,1.12968,1.1297,1609,0,0
118,2020-06-08 23:00:00,1.1297,1.12971,1.12909,1.1293199999999999,963,0,0
119,2020-06-09 00:00:00,1.12933,1.12933,1.12892,1.12904,348,3,0
120,2020-06-09 01:00:00,1.12904,1.12959,1.12904,1.12946,882,0,0
121,2020-06-09 02:00:00,1.12948,1.1305,1.1294,1.13039,715,1,0
122,2020-06-09 03:00:00,1.13039,1.1315,1.12995,1.1304,2595,0,0
123,2020-06-09 04:00:00,1.1304,1.13043,1.1285,1.12923,3175,0,0
124,2020-06-09 05:00:00,1.12924,1.12929,1.12838,1.12873,1626,1,0
125,2020-06-09 06:00:00,1.12873,1.12914,1.12848,1.12873,1367,0,0
126,2020-06-09 07:00:00,1.12873,1.12892,1.1284,1.12854,1542,0,0
127,2020-06-09 08:00:00,1.12854,1.12957,1.12848,1.12914,1326,0,0
128,2020-06-09 09:00:00,1.12914,1.1296,1.12658,1.12681,3998,0,0
129,2020-06-09 10:00:00,1.12679,1.12759,1.12552,1.12667,5147,0,0
130,2020-06-09 11:00:00,1.12667,1.12702,1.12409,1.12615,5312,0,0
131,2020-06-09 12:00:00,1.1261700000000001,1.12737,1.12554,1.12669,3947,0,0
132,2020-06-09 13:00:00,1.12668,1.12833,1.12613,1.1282,4319,0,0
133,2020-06-09 14:00:00,1.12818,1.1284399999999999,1.12687,1.12818,3654,0,0
134,2020-06-09 15:00:00,1.12817,1.13024,1.12797,1.12996,4006,0,0
135,2020-06-09 16:00:00,1.12996,1.13575,1.1296599999999999,1.13484,6364,0,0
136,2020-06-09 17:00:00,1.13487,1.13563,1.1333,1.13537,6593,0,0
137,2020-06-09 18:00:00,1.13538,1.13635,1.13394,1.13473,4631,0,0
138,2020-06-09 19:00:00,1.13473,1.13541,1.13426,1.13426,2909,0,0
139,2020-06-09 20:00:00,1.13426,1.1347800000000001,1.13326,1.13455,2549,0,0
140,2020-06-09 21:00:00,1.13455,1.13481,1.13409,1.13447,2070,0,0
141,2020-06-09 22:00:00,1.13447,1.13449,1.1336,1.13366,1580,0,0
142,2020-06-09 23:00:00,1.13365,1.13389,1.13311,1.13389,962,0,0
143,2020-06-10 00:00:00,1.13388,1.13402,1.13337,1.13354,715,2,0
144,2020-06-10 01:00:00,1.13354,1.13399,1.13349,1.13387,697,1,0
145,2020-06-10 02:00:00,1.13386,1.1341,1.13315,1.1332,982,0,0
146,2020-06-10 03:00:00,1.1332,1.13446,1.1332,1.1339299999999999,1736,0,0
147,2020-06-10 04:00:00,1.1339299999999999,1.13459,1.13379,1.13385,1759,0,0
148,2020-06-10 05:00:00,1.13385,1.13446,1.13377,1.13431,1513,0,0
149,2020-06-10 06:00:00,1.13431,1.13456,1.13404,1.13424,973,0,0
150,2020-06-10 07:00:00,1.13424,1.13458,1.13408,1.13426,1036,0,0
151,2020-06-10 08:00:00,1.13426,1.13696,1.13416,1.13624,2378,0,0
152,2020-06-10 09:00:00,1.13623,1.13691,1.13503,1.13511,3674,0,0
153,2020-06-10 10:00:00,1.13512,1.13621,1.13432,1.13599,4544,0,0
154,2020-06-10 11:00:00,1.13598,1.13756,1.13584,1.13689,3731,0,0
155,2020-06-10 12:00:00,1.1369,1.13717,1.1354899999999999,1.13591,3354,0,0
156,2020-06-10 13:00:00,1.13591,1.1373,1.1348,1.13652,3051,0,0
157,2020-06-10 14:00:00,1.1365,1.13893,1.13639,1.13855,3826,0,0
158,2020-06-10 15:00:00,1.13855,1.13886,1.13638,1.13801,3845,0,0
159,2020-06-10 16:00:00,1.138,1.1385399999999999,1.13598,1.13653,4619,0,0
160,2020-06-10 17:00:00,1.13656,1.13779,1.13452,1.13501,5211,0,0
161,2020-06-10 18:00:00,1.13501,1.13597,1.1342,1.1354,4224,0,0
162,2020-06-10 19:00:00,1.1354,1.13597,1.13453,1.13511,2793,0,0
163,2020-06-10 20:00:00,1.1351499999999999,1.13696,1.13493,1.13674,2291,0,0
164,2020-06-10 21:00:00,1.13674,1.14222,1.13215,1.1391,12126,0,0
165,2020-06-10 22:00:00,1.1391,1.14156,1.13611,1.13893,7294,0,0
166,2020-06-10 23:00:00,1.13895,1.1390500000000001,1.13646,1.13723,2012,0,0
167,2020-06-11 00:00:00,1.13723,1.13764,1.13718,1.13753,368,0,0
168,2020-06-11 01:00:00,1.13753,1.13808,1.13724,1.13772,811,0,0
169,2020-06-11 02:00:00,1.13772,1.1381999999999999,1.13639,1.13666,1805,0,0
170,2020-06-11 03:00:00,1.13666,1.13888,1.13658,1.13865,2956,0,0
171,2020-06-11 04:00:00,1.13865,1.13952,1.13818,1.13893,2754,0,0
172,2020-06-11 05:00:00,1.13893,1.1394,1.13855,1.13874,1880,1,0
173,2020-06-11 06:00:00,1.13874,1.13889,1.13563,1.13572,2994,0,0
174,2020-06-11 07:00:00,1.13572,1.13585,1.13438,1.1351,3270,0,0
175,2020-06-11 08:00:00,1.13511,1.13524,1.1325,1.13437,3730,0,0
176,2020-06-11 09:00:00,1.1344,1.13622,1.13396,1.13601,4763,0,0
177,2020-06-11 10:00:00,1.13602,1.13728,1.1343,1.13633,6078,0,0
178,2020-06-11 11:00:00,1.13633,1.13907,1.13583,1.13896,5496,0,0
179,2020-06-11 12:00:00,1.13896,1.14013,1.13816,1.13834,5180,0,0
180,2020-06-11 13:00:00,1.13834,1.13852,1.13702,1.1372200000000001,3749,0,0
181,2020-06-11 14:00:00,1.13724,1.1374900000000001,1.13532,1.13556,4584,0,0
182,2020-06-11 15:00:00,1.13556,1.13585,1.13362,1.1356600000000001,5545,0,0
183,2020-06-11 16:00:00,1.13567,1.13785,1.13504,1.13776,6252,0,0
184,2020-06-11 17:00:00,1.13778,1.14035,1.13718,1.13814,7322,0,0
185,2020-06-11 18:00:00,1.13811,1.13982,1.13623,1.13785,6722,0,0
186,2020-06-11 19:00:00,1.13785,1.13835,1.13614,1.13615,5705,0,0
187,2020-06-11 20:00:00,1.13615,1.13615,1.13074,1.13181,6123,0,0
188,2020-06-11 21:00:00,1.1318,1.13255,1.12978,1.13008,5609,0,0
189,2020-06-11 22:00:00,1.13008,1.13142,1.1292200000000001,1.12991,5810,0,0
190,2020-06-11 23:00:00,1.12991,1.13028,1.12886,1.12981,1669,0,0
