,time,open,high,low,close,tick_volume,spread,real_volume
191,2020-06-12 00:00:00,1.12933,1.13015,1.12911,1.12929,695,2,0
192,2020-06-12 01:00:00,1.12924,1.12985,1.12868,1.12985,1608,1,0
193,2020-06-12 02:00:00,1.12985,1.12999,1.12876,1.1288,1904,0,0
194,2020-06-12 03:00:00,1.1288,1.1294,1.12804,1.12829,3130,0,0
195,2020-06-12 04:00:00,1.12827,1.12891,1.12765,1.1288,3597,1,0
196,2020-06-12 05:00:00,1.1288,1.12975,1.12854,1.12888,2919,0,0
197,2020-06-12 06:00:00,1.12887,1.12977,1.12873,1.12935,2462,1,0
198,2020-06-12 07:00:00,1.12936,1.12976,1.1291,1.12969,2215,0,0
199,2020-06-12 08:00:00,1.12968,1.13135,1.12931,1.1311,2379,0,0
200,2020-06-12 09:00:00,1.1311,1.13159,1.12969,1.13042,4098,0,0
201,2020-06-12 10:00:00,1.13042,1.13217,1.12972,1.13215,5810,0,0
202,2020-06-12 11:00:00,1.13213,1.13402,1.1320000000000001,1.13248,3953,0,0
203,2020-06-12 12:00:00,1.1325,1.13266,1.13099,1.13216,3824,0,0
204,2020-06-12 13:00:00,1.13216,1.13273,1.12955,1.13025,4533,0,0
205,2020-06-12 14:00:00,1.1302699999999999,1.13182,1.12925,1.13093,3952,0,0
206,2020-06-12 15:00:00,1.13091,1.13157,1.1294,1.13051,4179,0,0
207,2020-06-12 16:00:00,1.13052,1.13229,1.12913,1.13015,5960,0,0
208,2020-06-12 17:00:00,1.13014,1.13052,1.12388,1.12464,6883,0,0
209,2020-06-12 18:00:00,1.12464,1.12583,1.12334,1.12516,8466,0,0
210,2020-06-12 19:00:00,1.12516,1.12565,1.12347,1.12361,5613,0,0
211,2020-06-12 20:00:00,1.12361,1.12446,1.12125,1.12239,5547,0,0
212,2020-06-12 21:00:00,1.12238,1.12337,1.12209,1.12308,4975,0,0
213,2020-06-12 22:00:00,1.12311,1.12531,1.12311,1.12526,4048,0,0
214,2020-06-12 23:00:00,1.12528,1.12604,1.1252,1.12604,1342,0,0
215,2020-06-15 00:00:00,1.12356,1.1247,1.12341,1.12414,627,0,0
216,2020-06-15 01:00:00,1.12414,1.12517,1.12263,1.12468,2400,0,0
217,2020-06-15 02:00:00,1.12468,1.12582,1.12425,1.12516,2702,0,0
218,2020-06-15 03:00:00,1.12516,1.1261,1.12449,1.1246,3515,0,0
219,2020-06-15 04:00:00,1.1246,1.12603,1.12436,1.1259000000000001,2957,0,0
220,2020-06-15 05:00:00,1.12592,1.12606,1.12512,1.12525,2828,0,0
221,2020-06-15 06:00:00,1.12527,1.12641,1.12524,1.12633,1670,1,0
222,2020-06-15 07:00:00,1.12635,1.12682,1.12591,1.12604,1917,0,0
223,2020-06-15 08:00:00,1.12604,1.1261700000000001,1.1237,1.12412,3827,0,0
224,2020-06-15 09:00:00,1.12414,1.12482,1.12266,1.1231,5296,0,0
225,2020-06-15 10:00:00,1.1231,1.12502,1.12299,1.12439,5574,0,0
226,2020-06-15 11:00:00,1.12442,1.12674,1.12416,1.12664,5551,0,0
227,2020-06-15 12:00:00,1.12664,1.12665,1.1244,1.12492,4359,0,0
228,2020-06-15 13:00:00,1.12492,1.126,1.1245,1.1246,3671,0,0
229,2020-06-15 14:00:00,1.12459,1.12675,1.12403,1.12576,3416,0,0
230,2020-06-15 15:00:00,1.12576,1.12608,1.12461,1.12474,4572,0,0
231,2020-06-15 16:00:00,1.12475,1.12843,1.12441,1.12772,6286,0,0
232,2020-06-15 17:00:00,1.12772,1.12937,1.12693,1.12736,6605,0,0
233,2020-06-15 18:00:00,1.12737,1.12777,1.126,1.12695,5070,0,0
234,2020-06-15 19:00:00,1.12695,1.1288,1.12685,1.12852,3722,0,0
235,2020-06-15 20:00:00,1.12852,1.1301,1.1282,1.12984,2899,0,0
236,2020-06-15 21:00:00,1.12984,1.13323,1.12984,1.1314899999999999,5676,0,0
237,2020-06-15 22:00:00,1.1315,1.1323699999999999,1.13072,1.13141,3742,0,0
238,2020-06-15 23:00:00,1.13144,1.13229,1.13125,1.13222,1154,0,0
239,2020-06-16 00:00:00,1.1322,1.13262,1.13174,1.13249,724,2,0
240,2020-06-16 01:00:00,1.13248,1.13309,1.1320000000000001,1.13294,1292,2,0
241,2020-06-16 02:00:00,1.1329,1.13379,1.13256,1.13375,1592,2,0
242,2020-06-16 03:00:00,1.13375,1.13398,1.13301,1.13335,1993,0,0
243,2020-06-16 04:00:00,1.13335,1.13396,1.13274,1.13282,2019,0,0
244,2020-06-16 05:00:00,1.13282,1.13483,1.13282,1.13453,2571,0,0
245,2020-06-16 06:00:00,1.13453,1.13476,1.13379,1.13394,2204,1,0
246,2020-06-16 07:00:00,1.13394,1.13394,1.13321,1.13327,1520,1,0
247,2020-06-16 08:00:00,1.13327,1.13469,1.1332200000000001,1.1335600000000001,1776,0,0
248,2020-06-16 09:00:00,1.1335600000000001,1.13467,1.13278,1.13461,3945,0,0
249,2020-06-16 10:00:00,1.13461,1.13531,1.13205,1.13228,5671,0,0
250,2020-06-16 11:00:00,1.13228,1.13471,1.13153,1.13362,4723,0,0
251,2020-06-16 12:00:00,1.13362,1.13411,1.13218,1.13335,3641,0,0
252,2020-06-16 13:00:00,1.13334,1.1335,1.13102,1.13154,3578,0,0
253,2020-06-16 14:00:00,1.13155,1.13196,1.12948,1.13036,3138,0,0
254,2020-06-16 15:00:00,1.13039,1.13189,1.12947,1.13015,5572,0,0
255,2020-06-16 16:00:00,1.1301700000000001,1.13028,1.1266,1.127,6660,0,0
256,2020-06-16 17:00:00,1.127,1.12748,1.12316,1.1237300000000001,8344,0,0
257,2020-06-16 18:00:00,1.12372,1.1264,1.12276,1.12569,7761,0,0
258,2020-06-16 19:00:00,1.12573,1.12731,1.12547,1.12681,4008,0,0
259,2020-06-16 20:00:00,1.12681,1.12685,1.12581,1.1262699999999999,2146,0,0
260,2020-06-16 21:00:00,1.1262699999999999,1.12723,1.12597,1.12723,2392,0,0
261,2020-06-16 22:00:00,1.1272199999999999,1.12723,1.12565,1.12615,2889,0,0
262,2020-06-16 23:00:00,1.12614,1.12638,1.12571,1.12633,972,0,0
263,2020-06-17 00:00:00,1.12628,1.12665,1.12549,1.12605,643,1,0
264,2020-06-17 01:00:00,1.12605,1.12621,1.12531,1.12591,1158,1,0
265,2020-06-17 02:00:00,1.12591,1.12661,1.12588,1.12648,1087,0,0
266,2020-06-17 03:00:00,1.12648,1.12731,1.12554,1.12673,3272,0,0
267,2020-06-17 04:00:00,1.12673,1.12728,1.12603,1.1265100000000001,2632,0,0
268,2020-06-17 05:00:00,1.1265100000000001,1.12681,1.12549,1.12641,2572,0,0
269,2020-06-17 06:00:00,1.12641,1.1267800000000001,1.12614,1.12642,1783,0,0
270,2020-06-17 07:00:00,1.12642,1.12729,1.12629,1.1271200000000001,1342,1,0
271,2020-06-17 08:00:00,1.1271200000000001,1.12797,1.12697,1.12733,2108,0,0
272,2020-06-17 09:00:00,1.12733,1.12854,1.12719,1.12802,3417,0,0
273,2020-06-17 10:00:00,1.12805,1.12939,1.12659,1.12667,4630,0,0
274,2020-06-17 11:00:00,1.12667,1.12753,1.1251,1.12574,4236,0,0
275,2020-06-17 12:00:00,1.1257,1.12601,1.12243,1.12293,5240,0,0
276,2020-06-17 13:00:00,1.12293,1.12488,1.1229,1.12418,4029,0,0
277,2020-06-17 14:00:00,1.12418,1.12546,1.12294,1.12307,3681,0,0
278,2020-06-17 15:00:00,1.12307,1.12446,1.12227,1.12368,4495,0,0
279,2020-06-17 16:00:00,1.1237,1.12483,1.12144,1.1219999999999999,5773,0,0
280,2020-06-17 17:00:00,1.12199,1.12375,1.1207,1.12195,7878,0,0
281,2020-06-17 18:00:00,1.12194,1.12307,1.1209,1.12183,4843,0,0
282,2020-06-17 19:00:00,1.12181,1.12336,1.12158,1.12308,3017,0,0
283,2020-06-17 20:00:00,1.12308,1.12401,1.12302,1.12366,2195,0,0
284,2020-06-17 21:00:00,1.12366,1.12372,1.12295,1.12306,2054,0,0
285,2020-06-17 22:00:00,1.12303,1.12397,1.12287,1.12389,3037,0,0
286,2020-06-17 23:00:00,1.12389,1.1246,1.12349,1.12426,1311,0,0
287,2020-06-18 00:00:00,1.12428,1.12461,1.12395,1.12424,484,3,0
288,2020-06-18 01:00:00,1.12424,1.12476,1.12418,1.12445,674,1,0
289,2020-06-18 02:00:00,1.12445,1.12461,1.12378,1.12419,1340,0,0
290,2020-06-18 03:00:00,1.12418,1.12499,1.12385,1.12411,2510,0,0
291,2020-06-18 04:00:00,1.12411,1.12496,1.12248,1.1235,3055,0,0
292,2020-06-18 05:00:00,1.1235,1.12405,1.12316,1.12391,2243,0,0
293,2020-06-18 06:00:00,1.12391,1.12516,1.12391,1.12492,1851,0,0
294,2020-06-18 07:00:00,1.12492,1.12611,1.12443,1.12553,1569,0,0
295,2020-06-18 08:00:00,1.12552,1.12595,1.12476,1.12506,1711,0,0
296,2020-06-18 09:00:00,1.12507,1.12588,1.12445,1.12539,2984,0,0
297,2020-06-18 10:00:00,1.12538,1.12576,1.124,1.1243,4396,0,0
298,2020-06-18 11:00:00,1.1243,1.126,1.12299,1.12491,4989,0,0
299,2020-06-18 12:00:00,1.12491,1.12612,1.12449,1.12506,4540,0,0
300,2020-06-18 13:00:00,1.12504,1.12558,1.12392,1.12549,3758,0,0
301,2020-06-18 14:00:00,1.12549,1.12586,1.12298,1.12342,5236,0,0
302,2020-06-18 15:00:00,1.12342,1.12346,1.12142,1.12274,5505,0,0
303,2020-06-18 16:00:00,1.12273,1.12316,1.1211,1.12126,5372,0,0
304,2020-06-18 17:00:00,1.12126,1.12263,1.12024,1.1221,5304,0,0
305,2020-06-18 18:00:00,1.1221,1.12323,1.12111,1.12147,3554,0,0
306,2020-06-18 19:00:00,1.12151,1.12172,1.11923,1.11934,3019,0,0
307,2020-06-18 20:00:00,1.11933,1.12048,1.11854,1.12038,2660,0,0
308,2020-06-18 21:00:00,1.12038,1.12086,1.11993,1.12086,2322,0,0
309,2020-06-18 22:00:00,1.12083,1.12128,1.1202,1.12024,2054,0,0
310,2020-06-18 23:00:00,1.12025,1.12097,1.11996,1.12049,1039,0,0
311,2020-06-19 00:00:00,1.12047,1.12065,1.11995,1.12029,733,2,0
312,2020-06-19 01:00:00,1.12031,1.12093,1.12029,1.1209,890,1,0
313,2020-06-19 02:00:00,1.1209,1.12131,1.12069,1.12076,1043,1,0
314,2020-06-19 03:00:00,1.12076,1.12081,1.11991,1.12036,1960,0,0
315,2020-06-19 04:00:00,1.12036,1.12104,1.11989,1.12058,2447,1,0
316,2020-06-19 05:00:00,1.12058,1.12107,1.12041,1.12106,1979,1,0
317,2020-06-19 06:00:00,1.12105,1.12143,1.12084,1.12143,1423,1,0
318,2020-06-19 07:00:00,1.12142,1.1216,1.12111,1.12132,1080,0,0
319,2020-06-19 08:00:00,1.12132,1.1217,1.12124,1.12145,956,1,0
320,2020-06-19 09:00:00,1.12145,1.12216,1.12055,1.12166,2657,0,0
321,2020-06-19 10:00:00,1.12165,1.12185,1.12048,1.12126,2892,0,0
322,2020-06-19 11:00:00,1.12126,1.12194,1.1203400000000001,1.1216,3343,0,0
323,2020-06-19 12:00:00,1.12159,1.12185,1.121,1.12154,2622,0,0
324,2020-06-19 13:00:00,1.12153,1.12153,1.11944,1.12038,3189,0,0
325,2020-06-19 14:00:00,1.12038,1.12107,1.11954,1.12102,2650,0,0
326,2020-06-19 15:00:00,1.121,1.12542,1.12014,1.12378,5994,0,0
